image,text,category,layout,difficulty,split,group_id,state,district,series,registration,separator,font,background,header_text,render_sha256
images/plate_000024.jpg,एनएल 76 के 2907,devanagari_letters_ascii_digits,one_line,difficult,train,NL-76-K-2907,NL,76,K,2907, ,Devanagari Sangam MN 1,white,,ee2aaa6cfd0b9c947fd53d2915226937e55b7b552ac6dc3596422679240ce73f
images/plate_000025.jpg,ओडी९०JU3456,mixed_script,one_line,medium,train,OD-90-JU-3456,OD,90,JU,3456,,Arial Unicode,yellow,,be7f61f428d0d935022fbe2342793dae11ee4d00551bfb3bd249e36786c9af6d
images/plate_000026.jpg,PB 10 HI 6558,latin_only,one_line,medium,train,PB-10-HI-6558,PB,10,HI,6558, ,Devanagari Sangam MN 0,white,,a07d6463e3cecb2d5a7c8c473eee59ef5b9afed937bb9cfe86be74ed17eb460d
images/plate_000027.jpg,पीवाई ४५ एलसी ८७४६,devanagari_only,two_line,clean,train,PY-45-LC-8746,PY,45,LC,8746, ,Devanagari Sangam MN 1,white,,c5f6b570ecd1fde7b5283510cd9f58f92ce052091485a71e6e533db4a6ee800e
images/plate_000028.jpg,RJ ९४ IO ०१७६,latin_letters_devanagari_digits,two_line,clean,train,RJ-94-IO-0176,RJ,94,IO,0176, ,Arial Unicode,white,,e719b85092f4109c3fab6611ccc9f4b5f0f4762d00478d46d575383b890ea979
images/plate_000029.jpg,एसके 17 ओआई 5392,devanagari_letters_ascii_digits,two_line,medium,train,SK-17-OI-5392,SK,17,OI,5392, ,Devanagari Sangam MN 0,white,,a06ac85c30720a3063d71441f839368ea8d8916de8592ac224906023f376e10f
images/plate_000030.jpg,टीएन६९MH4134,mixed_script,one_line,clean,train,TN-69-MH-4134,TN,69,MH,4134,,Devanagari Sangam MN 1,yellow,,a8cea62c65e8c8ecb8e0fd3d783da31456582f1eb664b89a200b7822051777e9
images/plate_000031.jpg,TR62VQ6656,latin_only,one_line,medium,train,TR-62-VQ-6656,TR,62,VQ,6656,,Arial Unicode,white,,5c91687b81b510ef59acfa60b2a0aacc436e3f3f1a24e0085a297633ebf4193f
images/plate_000032.jpg,टीएस५४एलएच१९४६,devanagari_only,header_registration,medium,train,TS-54-LH-1946,TS,54,LH,1946,,Devanagari Sangam MN 0,white,महाराष्ट्राची शान,632c82d16af5ffe6ac3a0d3d53f0a763d36507b936183ce0089b071ae203b556
images/plate_000033.jpg,UK ६२ GM ३६१८,latin_letters_devanagari_digits,one_line,clean,train,UK-62-GM-3618,UK,62,GM,3618, ,Devanagari Sangam MN 1,white,,48bc4520bd3edb764766aafc7c789f24544109f63bb68ee73dcbca557d94d224
images/plate_000034.jpg,यूपी 57 बी 9609,devanagari_letters_ascii_digits,two_line,medium,val,UP-57-B-9609,UP,57,B,9609, ,Arial Unicode,yellow,,e7d47f21e45316fb68b11408c7f0f96a4db855f28dbaa5e91d90e11ab5bc17aa
images/plate_000035.jpg,डब्ल्यूबी ०५ EE 4568,mixed_script,one_line,difficult,train,WB-05-EE-4568,WB,05,EE,4568, ,Devanagari Sangam MN 0,white,,648c7fcac69acba8adeb83049f576a8cedd7a3f8177e5bb7a319dbe218f21157
images/plate_000036.jpg,AN 82 SU 2999,latin_only,two_line,clean,train,AN-82-SU-2999,AN,82,SU,2999, ,Devanagari Sangam MN 1,white,,0132569c539d4a161b1135ca0d3acdb4b9d5ed0e0ada7fb3f2e130d6a65c7445
images/plate_000037.jpg,एपी१२डीक्यू९५१०,devanagari_only,one_line,clean,train,AP-12-DQ-9510,AP,12,DQ,9510,,Arial Unicode,yellow,,32c53cc4a2c1c39d2cff141bc83880a1c8ae57714b01f6dd9efc332ad0f28b29
images/plate_000038.jpg,AR २३ C ३६२१,latin_letters_devanagari_digits,two_line,clean,train,AR-23-C-3621,AR,23,C,3621, ,Devanagari Sangam MN 0,white,,5fcd57d2ceb4a7d41835d20254c4cb8d1eaf6e52041afeec882acafa96829c8f
images/plate_000039.jpg,एएस 61 डब्ल्यूवाई 7576,devanagari_letters_ascii_digits,header_registration,medium,train,AS-61-WY-7576,AS,61,WY,7576, ,Devanagari Sangam MN 1,white,महाराष्ट्र,5ca4ebe6a4727eaf551d84303aeb20197fb2f26d1fcae6476fbceab586690387
images/plate_000040.jpg,बीआर 61 JH ४६१३,mixed_script,one_line,clean,train,BR-61-JH-4613,BR,61,JH,4613, ,Arial Unicode,white,,1a4d91354e5e6fcf234892b2269f4eda553e38be70e881248a70d973e1b81205
images/plate_000041.jpg,CG 27 ZN 9085,latin_only,header_registration,medium,train,CG-27-ZN-9085,CG,27,ZN,9085, ,Devanagari Sangam MN 0,white,भारत,452a10b1790d882465a47e7398ea19b2c9bff3a48629c11986cc72b13460a458
images/plate_000042.jpg,सीएच३२एबी४१९१,devanagari_only,one_line,medium,train,CH-32-AB-4191,CH,32,AB,4191,,Devanagari Sangam MN 1,yellow,,a4b3873b46ed05e61f44c3e4d3d17920597c1728c7e133171411eb05789bd5e0
images/plate_000043.jpg,DD०२T१७५४,latin_letters_devanagari_digits,one_line,clean,train,DD-02-T-1754,DD,02,T,1754,,Arial Unicode,white,,71a888f5bf4913c3dbd2335f2d6b987d856905acc76d0c9cf7c3f09ea7cd1d6a
images/plate_000044.jpg,डीएल67यू0245,devanagari_letters_ascii_digits,one_line,clean,train,DL-67-U-0245,DL,67,U,0245,,Devanagari Sangam MN 0,yellow,,2d3261f2270ee21befa5531b9a3f9d10e09939eb98d42577c8ddba4ff395db4c
images/plate_000045.jpg,जीए 51 C ३९८१,mixed_script,one_line,clean,val,GA-51-C-3981,GA,51,C,3981, ,Devanagari Sangam MN 1,yellow,,69e43140a6bf1c0dcb175d9320281abc70ac9c26ae2d59e96f28a5345cccb35e
images/plate_000046.jpg,GJ-20-JV-1643,latin_only,one_line,medium,train,GJ-20-JV-1643,GJ,20,JV,1643,-,Arial Unicode,white,,d30bf86d88a28f279eca61ddb1f21a69b3518a654869280c03ed341f25b578d0
images/plate_000047.jpg,एचपी ८७ टीई ३१४९,devanagari_only,one_line,difficult,train,HP-87-TE-3149,HP,87,TE,3149, ,Devanagari Sangam MN 0,yellow,,88cc2853f1c628982f2f5d94ff821e334d1d23c94fe4ab061d1cc4bbb1ace9ce
images/plate_000048.jpg,HR ९४ KH ०२७४,latin_letters_devanagari_digits,two_line,difficult,train,HR-94-KH-0274,HR,94,KH,0274, ,Devanagari Sangam MN 1,white,,b1848730aa2ac127078a1c8b7af267c06d9ef9863b27d3cbd2d1dc270565b290
images/plate_000049.jpg,जेएच 99 सीएच 2445,devanagari_letters_ascii_digits,two_line,medium,train,JH-99-CH-2445,JH,99,CH,2445, ,Arial Unicode,white,,5913dd50d52a167cec751f272f779d5b18cd6af762b19ccf66d1e9ff96d93353
images/plate_000050.jpg,जेके62OA८५३२,mixed_script,two_line,clean,train,JK-62-OA-8532,JK,62,OA,8532,,Devanagari Sangam MN 0,yellow,,df6f4a20dbb8806b8e97436b68e393b4b0d6c9cf63cb42ca8e7d9df9971c5b27
images/plate_000051.jpg,KA64JU7011,latin_only,header_registration,difficult,val,KA-64-JU-7011,KA,64,JU,7011,,Devanagari Sangam MN 1,white,INDIA,925bfda5a0f18185c8f9a14d969c8916927bf28729afd3e545aca99d278ccf16
images/plate_000052.jpg,केएल-७८-जेजी-६५४५,devanagari_only,header_registration,medium,train,KL-78-JG-6545,KL,78,JG,6545,-,Arial Unicode,white,महाराष्ट्र,5ec8fcb7138007edf1b0d39ebe1233694fca7a59f12df15aa063466b8e43fdd9
images/plate_000053.jpg,LA५१HW२५०३,latin_letters_devanagari_digits,one_line,medium,train,LA-51-HW-2503,LA,51,HW,2503,,Devanagari Sangam MN 0,white,,2a4443e6e3870af954cccb1d97096e3640244bb16717fea10e629acd1bd9c1a5
images/plate_000054.jpg,एलडी 66 एचजे 3774,devanagari_letters_ascii_digits,header_registration,difficult,train,LD-66-HJ-3774,LD,66,HJ,3774, ,Devanagari Sangam MN 1,white,परिवहन,f3c821d2e7341b019b61154af50cc8056172d7f78c3a6cf4ddbad1a30ea75dd7
images/plate_000055.jpg,MH-०७-एफबी-6670,mixed_script,one_line,medium,train,MH-07-FB-6670,MH,07,FB,6670,-,Arial Unicode,white,,f2153601f1bacd6ef24d68e7b3d86849d24091cd3e8a6c88cfc00b6499b9810e
images/plate_000056.jpg,ML 68 IS 9807,latin_only,one_line,clean,train,ML-68-IS-9807,ML,68,IS,9807, ,Devanagari Sangam MN 0,white,,97567f3bfd1bf6c5ec2ca78e79d427ce679d6d9b1e9a6e6ca942df724f103f0b
images/plate_000057.jpg,एमएन-१८-एसएन-९७९५,devanagari_only,one_line,medium,train,MN-18-SN-9795,MN,18,SN,9795,-,Devanagari Sangam MN 1,white,,077c97489bbb03ff306d50114e6b3ef589f038e3d031d3d58b4ba7b3ea3e4491
images/plate_000058.jpg,MP-११-FA-०९४२,latin_letters_devanagari_digits,header_registration,difficult,train,MP-11-FA-0942,MP,11,FA,0942,-,Arial Unicode,yellow,भारत,c2575e60da34b78b5b3bd83f889c5f68ad5f52b9070b8c71db1a68ebf39a9a9f
images/plate_000059.jpg,एमज़ेड 98 पीएफ 8004,devanagari_letters_ascii_digits,one_line,medium,train,MZ-98-PF-8004,MZ,98,PF,8004, ,Devanagari Sangam MN 0,white,,49db04dee33e56da2b5b8e198be910d9a602b33be2e0fce872e93a0fa52aee85
images/plate_000060.jpg,NL २१ जीएक्स 2748,mixed_script,header_registration,clean,train,NL-21-GX-2748,NL,21,GX,2748, ,Devanagari Sangam MN 1,yellow,भारत सरकार,99aab5c6db477ef09c62b00dd97d652827f3f9162576dca16b70a5f0f983124d
images/plate_000061.jpg,OD 86 EK 5490,latin_only,two_line,clean,train,OD-86-EK-5490,OD,86,EK,5490, ,Arial Unicode,yellow,,26d3157241a2ea0ae5a819419180fc4efad4002561df398a7ffb7dc9a2830547
images/plate_000062.jpg,पीबी ९० टीवी १८९७,devanagari_only,header_registration,clean,train,PB-90-TV-1897,PB,90,TV,1897, ,Devanagari Sangam MN 0,white,महाराष्ट्राची शान,4e187468503a6882fec79ffaf4e671403c258da737a3dc07cd52f26c8753fc5a
images/plate_000063.jpg,PY४५LP५८०६,latin_letters_devanagari_digits,one_line,medium,train,PY-45-LP-5806,PY,45,LP,5806,,Devanagari Sangam MN 1,white,,d154be10f281b1236c02094528b0a2f8f83d9bc5839bcc7486a5bff22d634efc
images/plate_000064.jpg,आरजे 42 डीएफ 6933,devanagari_letters_ascii_digits,one_line,clean,train,RJ-42-DF-6933,RJ,42,DF,6933, ,Arial Unicode,white,,8d2728125778f0630877c152db4cd12b7862624a547ba9c2d1d2cf34d2827852
images/plate_000065.jpg,एसके 89 NL ४९१८,mixed_script,one_line,clean,val,SK-89-NL-4918,SK,89,NL,4918, ,Devanagari Sangam MN 0,white,,70c83682a1620b2b7b84716837d24f8828007d172d980d333397b74f9c66cad7
images/plate_000066.jpg,TN74IQ5464,latin_only,one_line,medium,train,TN-74-IQ-5464,TN,74,IQ,5464,,Devanagari Sangam MN 1,white,,b2b8796fd947230626fb47dcb0afa98986bcd71dda5a1e30563217fd4d0b40fd
images/plate_000067.jpg,टीआर ९४ बीजी ६७६२,devanagari_only,two_line,clean,train,TR-94-BG-6762,TR,94,BG,6762, ,Arial Unicode,white,,0afaf8189f250925b6210a6fb1e288e442bbaafab021f29d141d528e4d17ed3e
images/plate_000068.jpg,TS३८OU५५६४,latin_letters_devanagari_digits,two_line,clean,train,TS-38-OU-5564,TS,38,OU,5564,,Devanagari Sangam MN 0,yellow,,50c7a3524c21d237106b5c3866cb7f4e33032e973fbe5baf50740e68dcc7ae2b
images/plate_000069.jpg,यूके-69-जीके-1755,devanagari_letters_ascii_digits,header_registration,medium,train,UK-69-GK-1755,UK,69,GK,1755,-,Devanagari Sangam MN 1,white,महाराष्ट्राची शान,b622e368609a366655e5ff80c0e35c83707ce24e82ccc77f0fa3761c0d50578e
images/plate_000070.jpg,UP-५२-पीएच-५१९९,mixed_script,two_line,clean,train,UP-52-PH-5199,UP,52,PH,5199,-,Arial Unicode,white,,d097ca305d9bd26b0283e46473759d3bade8c1636b914dd093cb5413e213f062
images/plate_000071.jpg,WB-17-FD-0650,latin_only,one_line,difficult,train,WB-17-FD-0650,WB,17,FD,0650,-,Devanagari Sangam MN 0,white,,a6aefdef458833be9699e02eaa9962553902e0b9d19ddd2b5963addfdd16f5d1
images/plate_000072.jpg,एएन ५० एल ८३६०,devanagari_only,one_line,clean,train,AN-50-L-8360,AN,50,L,8360, ,Devanagari Sangam MN 1,yellow,,fa47f4e30d69ebe93028c85c3abb2c1c60086e58d114df7a45e6e1ceb5571be7
images/plate_000073.jpg,AP९३IQ१७५६,latin_letters_devanagari_digits,one_line,clean,train,AP-93-IQ-1756,AP,93,IQ,1756,,Arial Unicode,yellow,,101261197f2030f669d350f59c434109728685f8f15f2f0ab3675259aba139c7
images/plate_000074.jpg,एआर 89 एयू 9562,devanagari_letters_ascii_digits,two_line,difficult,train,AR-89-AU-9562,AR,89,AU,9562, ,Devanagari Sangam MN 0,white,,fe63f5c8960ec764fa1a5b5338170d3dc1000493139706ee4635bcd6ffaccfdd
images/plate_000075.jpg,AS ४४ जी ६९६४,mixed_script,two_line,clean,train,AS-44-G-6964,AS,44,G,6964, ,Devanagari Sangam MN 1,white,,ce4002d7550b6b38be668d7c90107528479870025c33c8a5a3574f1844c05440
images/plate_000076.jpg,BR 09 QD 9667,latin_only,one_line,difficult,train,BR-09-QD-9667,BR,09,QD,9667, ,Arial Unicode,white,,4bd773a0b3fd7de3c5abfc69a1a493a2d6ba11c6e6ec4d6de932a978f88fe593
images/plate_000077.jpg,सीजी ३६ एनपी ०४१४,devanagari_only,one_line,medium,train,CG-36-NP-0414,CG,36,NP,0414, ,Devanagari Sangam MN 0,yellow,,2ddf7d7a0b2543b01a95c6c2c56360f724c17c1d1c1a5d92bedf216e2b466298
images/plate_000078.jpg,CH ३३ I ०३७९,latin_letters_devanagari_digits,one_line,clean,val,CH-33-I-0379,CH,33,I,0379, ,Devanagari Sangam MN 1,white,,c5c50c12d32dac6327dd3f994dbe14bb8b37d8f63add4c127c846310c3db7422
images/plate_000079.jpg,डीडी39वाईएम9321,devanagari_letters_ascii_digits,one_line,medium,val,DD-39-YM-9321,DD,39,YM,9321,,Arial Unicode,white,,da66096266837cc922af11fa8888e30d73166a2175f665c36d8d6d5c31741ef6
images/plate_000080.jpg,DL-१५-एफज़ेड-१६७२,mixed_script,header_registration,medium,train,DL-15-FZ-1672,DL,15,FZ,1672,-,Devanagari Sangam MN 0,white,महाराष्ट्राची शान,3fa520ef968a24a4a28b5d4a791c37aff2d611be961e60527c3fa6a55a02ae00
images/plate_000081.jpg,GA-52-G-1173,latin_only,header_registration,medium,train,GA-52-G-1173,GA,52,G,1173,-,Devanagari Sangam MN 1,yellow,भारत सरकार,2ff56c8343d54b840d9faec3f74a3ed8eb01cc7934cb0aa2b68a958a0bed8c6e
images/plate_000082.jpg,जीजे-५८-एनएच-४१०८,devanagari_only,one_line,difficult,train,GJ-58-NH-4108,GJ,58,NH,4108,-,Arial Unicode,white,,c4602d9932595974bc2936ea094956850564aab3b8480f4df500ebed054a0930
images/plate_000083.jpg,HP ०१ AW १८८०,latin_letters_devanagari_digits,one_line,clean,train,HP-01-AW-1880,HP,01,AW,1880, ,Devanagari Sangam MN 0,white,,7fdc95a90157a50a80a283a449f80562bd833245a101abbd13932183f4620397
images/plate_000084.jpg,एचआर38डीबी2463,devanagari_letters_ascii_digits,two_line,medium,train,HR-38-DB-2463,HR,38,DB,2463,,Devanagari Sangam MN 1,yellow,,4c7917da27f143e0ee43ece67ec8af506e84871af92977b94bcd4ec92c711603
images/plate_000085.jpg,जेएच ६२ D 4276,mixed_script,one_line,difficult,train,JH-62-D-4276,JH,62,D,4276, ,Arial Unicode,yellow,,4c867c825a02ffc7ba340df13b7ad5345edc6d41ee31ef944c01de0a5492ff65
images/plate_000086.jpg,JK 33 GQ 0522,latin_only,two_line,medium,train,JK-33-GQ-0522,JK,33,GQ,0522, ,Devanagari Sangam MN 0,white,,205839c2ff5a7ea4ccb15a52ff9c9aca8e744d890689a78dfd812548c7dc2a22
images/plate_000087.jpg,केए६२ओएम८३९८,devanagari_only,two_line,clean,train,KA-62-OM-8398,KA,62,OM,8398,,Devanagari Sangam MN 1,white,,3950a6189885e77f2a0d107ae333f576b1af2aeeca86af9c975778131e717fa7
images/plate_000088.jpg,KL२०ZQ६१८०,latin_letters_devanagari_digits,two_line,medium,train,KL-20-ZQ-6180,KL,20,ZQ,6180,,Arial Unicode,yellow,,6c671b1440973ebd8cd293cec918bff1370d5db3aafb4a66ca0e5d7b442835f5
images/plate_000089.jpg,एलए64ज़ेडएन2267,devanagari_letters_ascii_digits,one_line,medium,train,LA-64-ZN-2267,LA,64,ZN,2267,,Devanagari Sangam MN 0,white,,a2340827acf51786002346f2125ba77912f872e4cbce3524a4e10afcc1bb2e33
images/plate_000090.jpg,LD ४१ डीवाई ८८५७,mixed_script,two_line,medium,train,LD-41-DY-8857,LD,41,DY,8857, ,Devanagari Sangam MN 1,white,,23b2be158dd82c1c6e43b6accb593dcece6dd2710930a37fde7f2526fb186c96
images/plate_000091.jpg,MH-26-S-3095,latin_only,one_line,clean,train,MH-26-S-3095,MH,26,S,3095,-,Arial Unicode,white,,ff3eed3449eeda4f0d8902ef2278b57df83039ae17f022c0127b97959154e0c2
images/plate_000092.jpg,एमएल १४ जीटी ३७९०,devanagari_only,one_line,medium,train,ML-14-GT-3790,ML,14,GT,3790, ,Devanagari Sangam MN 0,white,,6b4da12a278c8619622921c904853d777fd6a0d45e1c7bb20962939ebfa6ce83
images/plate_000093.jpg,MN-७८-ZL-४५९३,latin_letters_devanagari_digits,one_line,difficult,train,MN-78-ZL-4593,MN,78,ZL,4593,-,Devanagari Sangam MN 1,white,,28e56a4f26037ab0edaa3b70307806fdd7e799dc32ec3d75cca7da191c68f5c8
images/plate_000094.jpg,एमपी 81 बीडी 9530,devanagari_letters_ascii_digits,one_line,difficult,train,MP-81-BD-9530,MP,81,BD,9530, ,Arial Unicode,white,,ead4e74fd75989854dc1e4a7ec78bc3c77eab51b05c7642e7be7cef255a3fd5d
images/plate_000095.jpg,MZ ३८ ज़ेडके 2413,mixed_script,one_line,clean,train,MZ-38-ZK-2413,MZ,38,ZK,2413, ,Devanagari Sangam MN 0,white,,30979b593e9c5e07328d9f71332960067f2c599bf56b4be1569cb43805cb68b9
images/plate_000096.jpg,NL 07 RU 3651,latin_only,two_line,medium,train,NL-07-RU-3651,NL,07,RU,3651, ,Devanagari Sangam MN 1,white,,bb256ba54b916ca6df21d59cc60710776424d4596c4f938cbffeb66b4aefb730
images/plate_000097.jpg,ओडी३६डीजे७५६२,devanagari_only,header_registration,clean,train,OD-36-DJ-7562,OD,36,DJ,7562,,Arial Unicode,yellow,भारत सरकार,a2f541f8308eff43160635da58f3a52511618fdc5ea102786ee29d03e16480b6
images/plate_000098.jpg,PB-३४-OE-९३३५,latin_letters_devanagari_digits,one_line,clean,train,PB-34-OE-9335,PB,34,OE,9335,-,Devanagari Sangam MN 0,yellow,,34b06962b26c7f072144bb9c9bac927adb3cea8904abb0f12af87b6e0f7e613e
images/plate_000099.jpg,पीवाई-52-यूक्यू-6508,devanagari_letters_ascii_digits,one_line,difficult,train,PY-52-UQ-6508,PY,52,UQ,6508,-,Devanagari Sangam MN 1,white,,369ee27e44e7af864246c7108d8b0a57731c883aa102eb2d8f943a73f9de2025
images/plate_000100.jpg,RJ-३६-एफई-0188,mixed_script,two_line,clean,train,RJ-36-FE-0188,RJ,36,FE,0188,-,Arial Unicode,white,,c489531bea462fe098568d38c994dc1ca5ea19eefaf10d9cb7cf35fa59d311d9
images/plate_000101.jpg,SK 23 CU 0911,latin_only,two_line,difficult,train,SK-23-CU-0911,SK,23,CU,0911, ,Devanagari Sangam MN 0,white,,0442729415e9dcce43d1f7400e5a3aaa5d8a6c247e0abe6e4ea78bf736494cdf
images/plate_000102.jpg,टीएन-८९-डीक्यू-४२०१,devanagari_only,one_line,medium,val,TN-89-DQ-4201,TN,89,DQ,4201,-,Devanagari Sangam MN 1,white,,25dd2618db44aed32da98af871e8702bb1681a50915819b706228bf5ce23de28
images/plate_000103.jpg,TR-८३-KP-०२३२,latin_letters_devanagari_digits,one_line,clean,train,TR-83-KP-0232,TR,83,KP,0232,-,Arial Unicode,white,,590382798422c1a45c225ff7f718e1a89c39a5a37f38390cdec161b40f955e1a
images/plate_000104.jpg,टीएस-06-वीके-1061,devanagari_letters_ascii_digits,two_line,clean,train,TS-06-VK-1061,TS,06,VK,1061,-,Devanagari Sangam MN 0,white,,ea9315d9a42e15b2cb71dacf918eaf6cd8834d95149d7a05bffc3ace269b7a6f
images/plate_000105.jpg,UK९७एचयू५७३७,mixed_script,two_line,difficult,train,UK-97-HU-5737,UK,97,HU,5737,,Devanagari Sangam MN 1,white,,01c7edb45fe5549ee9f9d5ca9f025aadc1a40b3bc5d3500c504cab37b603d243
images/plate_000106.jpg,UP 31 VX 7081,latin_only,two_line,difficult,train,UP-31-VX-7081,UP,31,VX,7081, ,Arial Unicode,white,,1a2b462891863999922f36c8207300c1949048f6051d18ff39377520dcea7bd8
images/plate_000107.jpg,डब्ल्यूबी३५एफवी६२६१,devanagari_only,one_line,medium,val,WB-35-FV-6261,WB,35,FV,6261,,Devanagari Sangam MN 0,white,,c58016dd707ff696a30b9200ce3522252492213aaa60dcf4a294c768dbdb8a25
images/plate_000108.jpg,AN ६६ BZ ५६७८,latin_letters_devanagari_digits,one_line,clean,train,AN-66-BZ-5678,AN,66,BZ,5678, ,Devanagari Sangam MN 1,white,,15e4a4ba508c9b567ba8b9f68d45e910bafffc3b338f0385e17897d2d65a7c02
