split,n_lines,label,read,edit,agree,conf,path
train,0,RJ27TC0530,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_b3f941db00fd.jpg
train,0,MH03DU5196,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_a740e73a3a2d.jpg
train,0,MH01AU0059,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_63caeeec4b1b.jpg
train,0,MP09CC1667,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_f6a341229d5f.jpg
train,0,MH02BQ9628,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_5025b7860970.jpg
train,0,MH02DQ0196,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_d423552d3537.jpg
train,0,MH02DQ0196,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_bb7fedcce42d.jpg
train,0,MH02CR4364,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_3c6af87fbb8d.jpg
train,0,MH01DK4867,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_7c96f422584a.jpg
train,0,KA01MA6989,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_3c7468216ee1.jpg
train,0,MH03CP1328,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_3b036331ca36.jpg
train,0,MH02JA9655,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_c93023e92e79.jpg
train,0,MH03CP1328,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_290feecc3d11.jpg
train,0,MH02CL4017,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_182664306e8e.jpg
train,0,MH02EK4399,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_ef33349ea9d0.jpg
train,0,MH12RT1105,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_1d59cacacce7.jpg
train,0,MH01CT9150,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_510f7c4005f7.jpg
train,0,MH02DS9365,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_9a517030f964.jpg
train,0,HR26CP3135,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_d6f21e0b7a39.jpg
train,0,MH02FN2783,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_3e817f6c34d5.jpg
train,0,MH01AX3070,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_ffab0fea6831.jpg
train,0,UP16AJ0704,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_a4230e1eb701.jpg
train,0,KL02AF6723,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_a4005d7216f1.jpg
train,0,AP31TV6847,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_23704eb3a046.jpg
train,0,MH43BK9513,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_a834f6d2c583.jpg
train,0,MH01AX3070,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_6486dd9a1b1e.jpg
train,0,MH01AX3070,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_09347dc23637.jpg
train,0,MH01AV7461,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_d3e2ad209b4a.jpg
train,0,MH02EE8407,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_54caec10e28c.jpg
train,0,MH14FS5229,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_2ac4f631ec30.jpg
train,0,MH02DS3099,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_25f1fa8be0cd.jpg
train,0,KL0BBJ5001,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_7f970f02e58a.jpg
train,0,MH04HM4154,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_42a353bd9d4a.jpg
train,0,MH02DS9365,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_fc389c7f0e27.jpg
train,0,MH01AU0059,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_cf7ea1e8c89e.jpg
train,0,MH01CV6333,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_754919338b39.jpg
train,0,CH01BQ5604,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_0dfa159fbf60.jpg
train,0,MH02DQ0196,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_3d403134aee8.jpg
train,0,MH01AX3070,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_2302ebb3a4ba.jpg
train,0,DL3CCQ0107,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_3a2b0261ddbe.jpg
train,0,MH02DS9365,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_146e24a0ae9d.jpg
train,0,MH01BD2186,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_60b889ce1436.jpg
train,0,MH01AX3070,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_e6ac7f93a87a.jpg
train,0,MH02EK4399,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_2930754875c2.jpg
train,0,MH43AR5466,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_b31cad6d776f.jpg
train,0,HR51AY9099,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_d1c9ea06b578.jpg
train,0,MH03DV2010,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_2741fe836a06.jpg
train,0,MH02DW8021,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_622c54fc6ac0.jpg
train,0,DL8CNA5085,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_c8edb73646fa.jpg
train,0,MH02CR4364,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_71969e7cd97a.jpg
train,0,MH47AU1306,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_b697f3ae7101.jpg
train,0,MH01CT9150,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_07cf064ba6d2.jpg
train,0,MH02DS9365,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_a7456e115262.jpg
train,0,MH01AX3070,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_cccb00d7703c.jpg
train,0,MH01AH8495,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_42f5b516d925.jpg
train,0,MH02CR4364,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_65dfdc7c7ae8.jpg
train,0,RJ27TC0530,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_71e686818d7a.jpg
train,0,MH05DS8679,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_e9f4b77d360e.jpg
train,0,MH03CP1328,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_5fae074b44fe.jpg
train,0,MH04HM4154,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_0c70103309c4.jpg
train,0,MH02DS9365,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_253c3f9b4d4b.jpg
train,0,MH02FN2783,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_0f3988cb12ca.jpg
train,0,MH43AL8464,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_0d749c6c4d51.jpg
train,0,MH01BM4824,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_e7c1bd3d79cf.jpg
train,0,AP02BP2454,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_476fa3737de5.jpg
train,0,JH09AA2570,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_74f61a412af5.jpg
train,0,MH03CS6266,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_7643c8cccb4a.jpg
train,0,MH01AU0059,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_8c6445c55fac.jpg
train,0,MH05DS8679,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_d980c27d2898.jpg
train,0,MH01DB2561,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_7d5aeaf712f2.jpg
train,0,MH01DB2561,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_2cc26e5559d5.jpg
train,0,MH01AM9839,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_26955b5f3565.jpg
train,0,MH01AX3070,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_316d22f9fa62.jpg
train,0,DL10C05520,,10,False,0.0,/home/calua/number_plate/data/ocr/train/real_41e9c1e5cacf.jpg
val,0,OR02BV0701,,10,False,0.0,/home/calua/number_plate/data/ocr/val/real_02b01d32ba61.jpg
val,0,MH01DT1917,,10,False,0.0,/home/calua/number_plate/data/ocr/val/real_c60934bb3633.jpg
val,0,MH43BU2401,,10,False,0.0,/home/calua/number_plate/data/ocr/val/real_b2a0ad90633d.jpg
val,0,MH46BF2342,,10,False,0.0,/home/calua/number_plate/data/ocr/val/real_465d280787e3.jpg
val,0,MH01BT9066,,10,False,0.0,/home/calua/number_plate/data/ocr/val/real_09a07fa23b78.jpg
val,0,MH01BT9066,,10,False,0.0,/home/calua/number_plate/data/ocr/val/real_6fedc866ae14.jpg
val,0,OR05AN4494,,10,False,0.0,/home/calua/number_plate/data/ocr/val/real_8cbd01fdf06a.jpg
val,0,MH01DT1917,,10,False,0.0,/home/calua/number_plate/data/ocr/val/real_67b4e74f0eb2.jpg
val,0,MH46BF2342,,10,False,0.0,/home/calua/number_plate/data/ocr/val/real_b1c0d0bec1c3.jpg
val,0,MH02EU4077,,10,False,0.0,/home/calua/number_plate/data/ocr/val/real_d362dd6885bf.jpg
val,0,MH01DT1917,,10,False,0.0,/home/calua/number_plate/data/ocr/val/real_53857d5c6d00.jpg
val,0,MH01DT1917,,10,False,0.0,/home/calua/number_plate/data/ocr/val/real_5b54b5017dfd.jpg
val,0,MH01DT1917,,10,False,0.0,/home/calua/number_plate/data/ocr/val/real_d512b3fa87ad.jpg
val,0,MH02EU4077,,10,False,0.0,/home/calua/number_plate/data/ocr/val/real_72ccc710fbc4.jpg
val,0,MH12DG7144,,10,False,0.0,/home/calua/number_plate/data/ocr/val/real_813b32f53e55.jpg
val,0,MH46BF2342,,10,False,0.0,/home/calua/number_plate/data/ocr/val/real_449745d68e87.jpg
val,0,PB11AG0774,,10,False,0.0,/home/calua/number_plate/data/ocr/val/real_67cbf840045c.jpg
val,0,GJ05JB6589,,10,False,0.0,/home/calua/number_plate/data/ocr/val/real_670345ff8e35.jpg
val,0,MH01BT9066,,10,False,0.0,/home/calua/number_plate/data/ocr/val/real_5764c044997c.jpg
val,0,MH02BR4503,,10,False,0.0,/home/calua/number_plate/data/ocr/val/real_3a1f15d98b03.jpg
val,0,MH02EU4077,,10,False,0.0,/home/calua/number_plate/data/ocr/val/real_8efec21bccad.jpg
val,0,MH02B16890,,10,False,0.0,/home/calua/number_plate/data/ocr/val/real_e0476612aec9.jpg
test,0,MH01DB1477,,10,False,0.0,/home/calua/number_plate/data/ocr/test/real_4d67a69daa3b.jpg
test,0,MH03AM3025,,10,False,0.0,/home/calua/number_plate/data/ocr/test/real_9a7c89252b88.jpg
test,0,MH14DX9938,,10,False,0.0,/home/calua/number_plate/data/ocr/test/real_ea1e6f03629c.jpg
test,0,MH02ER9194,,10,False,0.0,/home/calua/number_plate/data/ocr/test/real_5b65ba9c92a5.jpg
test,0,AS01AT8119,,10,False,0.0,/home/calua/number_plate/data/ocr/test/real_0c4213e8dcd7.jpg
test,0,MH14DX9938,,10,False,0.0,/home/calua/number_plate/data/ocr/test/real_b2e09db5db4d.jpg
test,0,MH01DB1477,,10,False,0.0,/home/calua/number_plate/data/ocr/test/real_5740597191e9.jpg
test,0,MH01DB1477,,10,False,0.0,/home/calua/number_plate/data/ocr/test/real_70f2c1f22b27.jpg
test,0,MH02ER9194,,10,False,0.0,/home/calua/number_plate/data/ocr/test/real_25e0eddd3a4d.jpg
test,0,MH14TCP237,,10,False,0.0,/home/calua/number_plate/data/ocr/test/real_80d3a8ffdd3a.jpg
test,0,UP16TC1366,,10,False,0.0,/home/calua/number_plate/data/ocr/test/real_45cb3cf6676c.jpg
test,0,MH02ER9194,,10,False,0.0,/home/calua/number_plate/data/ocr/test/real_00ff387ef13e.jpg
test,0,MH02BT6482,,10,False,0.0,/home/calua/number_plate/data/ocr/test/real_acbe3957a266.jpg
test,0,MH02EZ6482,,10,False,0.0,/home/calua/number_plate/data/ocr/test/real_47cdc8cd8752.jpg
train,1,MH01AL9693,AUTOHANGARMH01AL9693,10,False,0.824,/home/calua/number_plate/data/ocr/train/real_ef3ce3dead60.jpg
val,1,MH46BV0688,INO,10,False,0.696,/home/calua/number_plate/data/ocr/val/real_8cb4b6845114.jpg
val,1,MH46BV0688,INO,10,False,0.595,/home/calua/number_plate/data/ocr/val/real_d25c573d80ed.jpg
val,1,MH46BV0688,INOMH,10,False,0.558,/home/calua/number_plate/data/ocr/val/real_9d25455ab237.jpg
test,1,MH47AV6753,INDV675MH47A53,10,False,0.649,/home/calua/number_plate/data/ocr/test/real_61caf40c0d17.jpg
test,1,MH47AV6753,INDV675MH47A53,10,False,0.662,/home/calua/number_plate/data/ocr/test/real_018190e7082f.jpg
test,1,MH47AV6753,INDV675MH47A53,10,False,0.659,/home/calua/number_plate/data/ocr/test/real_05611a479d14.jpg
train,2,KL10AV6342,6342KL10,10,False,0.519,/home/calua/number_plate/data/ocr/train/real_b7d7cfb34857.jpg
train,2,MH02AK5481,APEXHONDAMH022AK5481,10,False,0.71,/home/calua/number_plate/data/ocr/train/real_8be2416e1433.jpg
train,2,MH02AK5481,APENHONDAMHQ2AK5481,10,False,0.697,/home/calua/number_plate/data/ocr/train/real_8f841a2d3af3.jpg
train,0,GA03P2839,,9,False,0.0,/home/calua/number_plate/data/ocr/train/real_b6e7f7a3d9f7.jpg
train,0,GJ1KF1111,,9,False,0.0,/home/calua/number_plate/data/ocr/train/real_4de6affb9d65.jpg
train,0,GJ15D0564,,9,False,0.0,/home/calua/number_plate/data/ocr/train/real_3a59ab88ab45.jpg
train,0,HP3SG1539,,9,False,0.0,/home/calua/number_plate/data/ocr/train/real_ac5dc84d161c.jpg
train,0,AS23E0596,,9,False,0.0,/home/calua/number_plate/data/ocr/train/real_384306b02d0b.jpg
train,0,JH05Y9636,,9,False,0.0,/home/calua/number_plate/data/ocr/train/real_fcef38da9df5.jpg
train,0,BR06U2470,,9,False,0.0,/home/calua/number_plate/data/ocr/train/real_0a78ce8c5770.jpg
train,0,DL6CL0457,,9,False,0.0,/home/calua/number_plate/data/ocr/train/real_2a7900b33ae8.jpg
train,0,AS12S6951,,9,False,0.0,/home/calua/number_plate/data/ocr/train/real_c8212be71659.jpg
train,0,SK02P3471,,9,False,0.0,/home/calua/number_plate/data/ocr/train/real_0ad55e397bd5.jpg
train,0,JH01Z3792,,9,False,0.0,/home/calua/number_plate/data/ocr/train/real_f3c8c9bcb657.jpg
train,0,SK05T0338,,9,False,0.0,/home/calua/number_plate/data/ocr/train/real_e135526a6f5e.jpg
train,0,KA5122727,,9,False,0.0,/home/calua/number_plate/data/ocr/train/real_ffb579370249.jpg
train,0,HR29R9466,,9,False,0.0,/home/calua/number_plate/data/ocr/train/real_27a0636d0b9c.jpg
train,0,NL02C9593,,9,False,0.0,/home/calua/number_plate/data/ocr/train/real_b360734f7ce9.jpg
train,0,ML04B8918,,9,False,0.0,/home/calua/number_plate/data/ocr/train/real_5f1bf5b5dae6.jpg
train,0,KL45C4411,,9,False,0.0,/home/calua/number_plate/data/ocr/train/real_7e4f7cd728ed.jpg
train,0,BR33M0001,,9,False,0.0,/home/calua/number_plate/data/ocr/train/real_878a377eccce.jpg
train,0,MH47N4570,,9,False,0.0,/home/calua/number_plate/data/ocr/train/real_7140bfb3ab1d.jpg
val,0,TN43J0158,,9,False,0.0,/home/calua/number_plate/data/ocr/val/real_e3709560f8a1.jpg
val,0,HP01A7630,,9,False,0.0,/home/calua/number_plate/data/ocr/val/real_29fabb976dbc.jpg
val,0,AS23M1264,,9,False,0.0,/home/calua/number_plate/data/ocr/val/real_cde48aad87cb.jpg
test,0,NL01CB433,,9,False,0.0,/home/calua/number_plate/data/ocr/test/real_db9c93b2ecc1.jpg
test,0,PB2313752,,9,False,0.0,/home/calua/number_plate/data/ocr/test/real_ac63dabc939a.jpg
train,1,DL3CAY2231,AV,9,False,0.536,/home/calua/number_plate/data/ocr/train/real_afcadea2dc3d.jpg
train,1,MH02FN2783,10,9,False,0.519,/home/calua/number_plate/data/ocr/train/real_c1b34deba63c.jpg
train,1,UP65CM21149,FCME,9,False,0.531,/home/calua/number_plate/data/ocr/train/real_9b06b393b5ff.jpg
train,2,MH46Z8892,8892MH46,9,False,0.747,/home/calua/number_plate/data/ocr/train/real_d6909325dc96.jpg
train,0,KL57A111,,8,False,0.0,/home/calua/number_plate/data/ocr/train/real_534c76579844.jpg
train,0,KA05MQ92,,8,False,0.0,/home/calua/number_plate/data/ocr/train/real_52cdbcb4e131.jpg
train,0,AR169723,,8,False,0.0,/home/calua/number_plate/data/ocr/train/real_23929c4d6241.jpg
val,0,TN19TC94,,8,False,0.0,/home/calua/number_plate/data/ocr/val/real_e89bcadc29eb.jpg
test,0,ML133317,,8,False,0.0,/home/calua/number_plate/data/ocr/test/real_08fae149feab.jpg
train,1,MH46AD5258,AD,8,False,0.658,/home/calua/number_plate/data/ocr/train/real_cc6268e85fae.jpg
train,1,MH01AV8814,88,8,False,0.655,/home/calua/number_plate/data/ocr/train/real_b3c33d7a360b.jpg
train,1,MH02BQ9628,BQ80,8,False,0.651,/home/calua/number_plate/data/ocr/train/real_4e579f5d95e3.jpg
train,1,MH02FN2783,83,8,False,0.608,/home/calua/number_plate/data/ocr/train/real_7027ea970e09.jpg
train,1,KL09AL9405,AL,8,False,0.604,/home/calua/number_plate/data/ocr/train/real_cbe99522e01e.jpg
train,1,KA19TR02,KA19TR0220102011,8,False,0.824,/home/calua/number_plate/data/ocr/train/real_38cd4740ff3f.jpg
train,1,MH01AU0059,MHO,8,False,0.667,/home/calua/number_plate/data/ocr/train/real_e1aace9e7c1a.jpg
train,1,MH46AD5258,AD,8,False,0.649,/home/calua/number_plate/data/ocr/train/real_ba78070ea6f4.jpg
train,1,MH01AU0059,NOTAUGOSS,8,False,0.695,/home/calua/number_plate/data/ocr/train/real_b86e2d0259d1.jpg
train,1,KA29Z999,IND6666,8,False,0.556,/home/calua/number_plate/data/ocr/train/real_7f020ed36a6f.jpg
train,1,MH01CT9150,051613H,8,False,0.638,/home/calua/number_plate/data/ocr/train/real_d45d7a83efcc.jpg
train,1,KL09AL9405,ALSOHH,8,False,0.552,/home/calua/number_plate/data/ocr/train/real_e5ce2033472c.jpg
val,1,MH47AZ8323,INOMH47A,8,False,0.687,/home/calua/number_plate/data/ocr/val/real_5eccebbc2728.jpg
train,2,KL10AV6342,634210AV,8,False,0.637,/home/calua/number_plate/data/ocr/train/real_94184dc6309e.jpg
train,2,MH03AR5549,MH03AR5549VVUTESSE,8,False,0.785,/home/calua/number_plate/data/ocr/train/real_c6cb5d3e59b8.jpg
train,2,MH03AR5549,MH03AR5549VVUTESSE,8,False,0.772,/home/calua/number_plate/data/ocr/train/real_f6f2321f1fce.jpg
train,2,MH03AR5549,MH03AR5549VVUTESSE,8,False,0.766,/home/calua/number_plate/data/ocr/train/real_5c06f37ead57.jpg
train,1,MH47N4570,MH,7,False,0.597,/home/calua/number_plate/data/ocr/train/real_f4b36200a656.jpg
train,1,MH01AU0059,CHOTAUOOSS,7,False,0.693,/home/calua/number_plate/data/ocr/train/real_173aea9fdc2f.jpg
train,1,KL41M93,E6N2X,7,False,0.553,/home/calua/number_plate/data/ocr/train/real_177be0f683d5.jpg
train,1,MH01AX3070,01AY,7,False,0.503,/home/calua/number_plate/data/ocr/train/real_29ae9cce0daa.jpg
train,1,MH46AD5258,258,7,False,0.637,/home/calua/number_plate/data/ocr/train/real_74f66c9e52c6.jpg
train,1,MH02EK4399,399,7,False,0.739,/home/calua/number_plate/data/ocr/train/real_a50ce20c1d7c.jpg
train,1,MH43BP8173,13RP8,7,False,0.617,/home/calua/number_plate/data/ocr/train/real_569816d4bef2.jpg
train,1,MH43BP8173,138P8,7,False,0.552,/home/calua/number_plate/data/ocr/train/real_b6d8c1a66d5b.jpg
train,1,JK01R8021,KOR,7,False,0.502,/home/calua/number_plate/data/ocr/train/real_f0a05cdf9647.jpg
train,1,MH02CW8226,102N920,7,False,0.576,/home/calua/number_plate/data/ocr/train/real_117fe3610049.jpg
train,1,KL49H5270,KL,7,False,0.543,/home/calua/number_plate/data/ocr/train/real_e184b98726a7.jpg
test,1,MH02ER9194,HOER,7,False,0.642,/home/calua/number_plate/data/ocr/test/real_b8a349048f92.jpg
test,1,MH04GM7982,1971W7382,7,False,0.555,/home/calua/number_plate/data/ocr/test/real_689e77eca11a.jpg
train,2,KL01AU585,01NO,7,False,0.548,/home/calua/number_plate/data/ocr/train/real_fa381ffbd901.jpg
train,2,MH14GN9239,MH149239INDGN,7,False,0.632,/home/calua/number_plate/data/ocr/train/real_d8da781d0024.jpg
train,2,MH03AR5549,MH03AR5549VUTESSE,7,False,0.691,/home/calua/number_plate/data/ocr/train/real_c8797780b416.jpg
train,2,MH01CT9150,MH1010CT9150LONDA,7,False,0.606,/home/calua/number_plate/data/ocr/train/real_154f545f1bd8.jpg
test,2,MH47AV6753,MH12FT9458,7,False,0.751,/home/calua/number_plate/data/ocr/test/real_c6dcc3ce9952.jpg
train,1,MH01DP5662,MHO66,6,False,0.522,/home/calua/number_plate/data/ocr/train/real_ac327493b610.jpg
train,1,MH46AD5258,MHAD,6,False,0.651,/home/calua/number_plate/data/ocr/train/real_bcfbd742489d.jpg
train,1,MH02AJ344,INDHH02AJ3LL,6,False,0.691,/home/calua/number_plate/data/ocr/train/real_fd1f0b7e0925.jpg
train,1,HR26DK6475,INDHR2K6275,6,False,0.603,/home/calua/number_plate/data/ocr/train/real_5d55bbf92863.jpg
train,1,MH01AU0059,RHGTAUO0S,6,False,0.526,/home/calua/number_plate/data/ocr/train/real_86aea0790c07.jpg
train,1,MH43BP8173,13RP81,6,False,0.55,/home/calua/number_plate/data/ocr/train/real_13d7a5c88bd1.jpg
train,1,MH02CT2727,MH02,6,False,0.664,/home/calua/number_plate/data/ocr/train/real_4faa3dc1de2f.jpg
train,1,MH01AU0059,SNO1AUO0SS,6,False,0.503,/home/calua/number_plate/data/ocr/train/real_7be005a1952a.jpg
train,1,MH03BS7778,MH03,6,False,0.756,/home/calua/number_plate/data/ocr/train/real_ec2954047ce9.jpg
train,1,MH47N4570,1570,6,False,0.724,/home/calua/number_plate/data/ocr/train/real_6f9d722df0ef.jpg
train,1,MH14DT8831,8831,6,False,0.795,/home/calua/number_plate/data/ocr/train/real_7469531da254.jpg
train,1,GJ7BB766,G1788N,6,False,0.523,/home/calua/number_plate/data/ocr/train/real_ab59da38ff91.jpg
train,1,MH01CT9150,MH01CHONDACT9150,6,False,0.701,/home/calua/number_plate/data/ocr/train/real_a448fbf6b955.jpg
train,1,MH04DW9020,MH04,6,False,0.787,/home/calua/number_plate/data/ocr/train/real_093d28a03ebf.jpg
train,1,MH02DJ8952,8952,6,False,0.661,/home/calua/number_plate/data/ocr/train/real_8a0079db8434.jpg
train,1,AP31TP2282,APA28E,6,False,0.511,/home/calua/number_plate/data/ocr/train/real_022d2ab3308f.jpg
train,1,MH02BQ9628,1828Q961,6,False,0.575,/home/calua/number_plate/data/ocr/train/real_855a38759443.jpg
train,1,TR01E2157,YROE2Z,6,False,0.683,/home/calua/number_plate/data/ocr/train/real_d5e7aba5cd14.jpg
train,1,MH04DW9020,MH04,6,False,0.793,/home/calua/number_plate/data/ocr/train/real_30ec5f4489c6.jpg
train,1,MH04HM4154,RBNER4154,6,False,0.623,/home/calua/number_plate/data/ocr/train/real_c395ba929f4d.jpg
train,1,MH02CW8226,8226,6,False,0.786,/home/calua/number_plate/data/ocr/train/real_26bc02eea34b.jpg
train,1,MH02EH1077,23107,6,False,0.587,/home/calua/number_plate/data/ocr/train/real_208d0cc4b739.jpg
train,1,MH46AD5258,ME258,6,False,0.548,/home/calua/number_plate/data/ocr/train/real_889aa46b4d42.jpg
train,1,MH04DW9020,MH04,6,False,0.79,/home/calua/number_plate/data/ocr/train/real_4b23390e9978.jpg
train,1,MH14DT8831,8831,6,False,0.793,/home/calua/number_plate/data/ocr/train/real_8f8207df0dee.jpg
train,1,MH47AU1306,N27401308,6,False,0.551,/home/calua/number_plate/data/ocr/train/real_b359af6c4bbe.jpg
val,1,ML10C2674,QLJUC252,6,False,0.522,/home/calua/number_plate/data/ocr/val/real_63587ba48111.jpg
val,1,HR99BJ6662,HR99BJTTEMPP6662,6,False,0.762,/home/calua/number_plate/data/ocr/val/real_a7f383de3635.jpg
val,1,MH03DK2961,NH030K,6,False,0.674,/home/calua/number_plate/data/ocr/val/real_d3ed350c238a.jpg
val,1,KA03MG2784,2784,6,False,0.799,/home/calua/number_plate/data/ocr/val/real_7cbd77340ccd.jpg
val,1,DL8CNA1596,DLCA,6,False,0.574,/home/calua/number_plate/data/ocr/val/real_9488f853000d.jpg
